symbol	sample16_48hr_siNeg_1_S227	sample17_48hr_siNeg_2_S228	sample18_48hr_siNeg_3_S229	sample19_48hr_siFli1_1_S230	sample20_48hr_siFli1_2_S231	sample21_48hr_siFli1_3_S232
ENSG00000267432.5|RP11-559N14.5	4	6	4	3	13	8
ENSG00000267433.1|CTD-2057D4.2	0	0	0	0	0	0
ENSG00000267436.1|AC005786.7	3	6	7	4	9	15
ENSG00000267437.1|CTC-454I21.4	0	0	0	0	0	0
ENSG00000267439.1|AC002398.11	0	0	0	0	0	0
ENSG00000267440.1|CTC-501O10.1	0	0	0	2	0	0
ENSG00000267441.1|RP1-37N7.5	0	0	0	0	0	2
ENSG00000267443.2|AC010641.1	0	0	0	0	0	0
ENSG00000267444.1|RP11-813F20.1	0	0	0	0	0	0
ENSG00000267446.1|CTB-39G8.2	0	0	0	0	0	0
ENSG00000267448.5|AC010649.1	0	0	0	0	0	0
ENSG00000267449.1|RP11-264B14.2	0	0	1	0	0	0
ENSG00000267450.1|OR1AB1P	0	0	0	0	0	0
ENSG00000267452.1|RP11-1018N14.5	0	0	1	0	0	0
ENSG00000267453.7|AC004791.2	0	0	0	0	0	0
ENSG00000267454.5|AC006116.25	44.11	40.05	40	68	45	49
ENSG00000267455.1|RP11-78A19.2	0	0	0	0	0	0
ENSG00000267456.2|RP11-49I11.3	0	0	0	0	0	0
ENSG00000267457.1|RP5-837J1.4	0	0	0	1	0	0
ENSG00000267458.1|CTC-425F1.4	0	0	0	0	0	0
ENSG00000267459.1|AC006116.27	6.97	3	1	4	7.79	4
ENSG00000267461.1|RP11-120M18.5	0	0	0	0	0	0
ENSG00000267462.1|RP11-866E20.3	0	0	0	0	0	0
ENSG00000267463.1|RP11-153A23.8	0	0	0	0	0	0
ENSG00000267465.6|AC011525.4	0	0	0	0	0	0
ENSG00000267466.1|RP11-13K12.5	0	0	0	0	0	0
ENSG00000267467.3|APOC4	0	0	0	1	0	0
ENSG00000267469.1|AC005944.2	0	0	0	2	0	0
ENSG00000267470.5|CTD-3064H18.6	20.73	26.17	25	68	40	64.91
ENSG00000267471.1|RP11-1058G23.1	0	0	0	0	0	0
ENSG00000267472.1|LOC440461	0	0	0	0	2	0
ENSG00000267474.1|CTC-548K16.6	3	4	2	3	11	11
ENSG00000267475.1|CTD-2538C1.2	3	0	5	3	8	3
ENSG00000267476.1|RP11-126O1.4	0	0	0	0	0	0
ENSG00000267477.1|CTC-398G3.6	0	0	0	0	1.72	0
ENSG00000267478.1|RP11-815J4.5	0	0	0	0	0	0
ENSG00000267480.1|RP11-703I16.1	0	0	0	0	0	0
ENSG00000267481.1|CTC-559E9.5	7	6	6	26	28	19
ENSG00000267482.1|RNY4P13	0	0	0	0	0	0
ENSG00000267484.1|CTC-518P12.6	0	0	0	0	0	0
ENSG00000267486.1|GLUD1P4	0	0	0	0	0	0
ENSG00000267487.1|RP11-640A1.4	0	0	0	0	0	0
ENSG00000267489.3|CTC-360P9.4	0	0	0	0	0	0
ENSG00000267490.1|CTD-3116E22.6	0	0	0	0	0	0
ENSG00000267491.1|CTD-2373H9.5	0	0	0	0	0	0
ENSG00000267492.1|RP1-37N7.6	0	0	0	0	0	0
ENSG00000267493.3|CIRBP-AS1	8	4	10	11	22	17
ENSG00000267496.4|FAM215A	0	0	0	0	0	0
ENSG00000267497.1|NFE2L3P1	0	0	0	0	0	0
ENSG00000267498.1|CTB-32O4.2	1	0	1	1	3	1
ENSG00000267500.1|CTD-2006C1.6	58.53	87.04	54.89	9	10.49	9.34
ENSG00000267501.1|RP11-108P20.2	0	0	0	0	0	0
ENSG00000267503.1|RP11-53B2.4	0	0	0	0	0	0
ENSG00000267504.1|RP11-845C23.2	1	1	0	1	0	0
ENSG00000267505.1|CTC-296K1.3	0	0	0	0	0	0
ENSG00000267506.5|RP11-13K12.1	5	8	13	20	24	18
ENSG00000267507.1|CTD-2587H24.1	0	0	0	0	0	0
ENSG00000267508.5|ZNF285	121	136	96	114	117	83
ENSG00000267509.5|CTD-2043I16.1	0	0	0	0	0	0
ENSG00000267510.1|CTC-325H20.4	0	0	0	0	0	0
ENSG00000267511.1|RP11-694H12.1	0	0	0	0	0	0
ENSG00000267512.1|CTC-250I14.3	0	0	0	0	0	0
ENSG00000267513.3|RP11-622J9.1	0	0	0	0	0	0
ENSG00000267515.1|RP11-861E21.3	1	1	2	0	2	1
ENSG00000267517.1|CTD-2231E14.4	0	0	0	0	0	0
ENSG00000267518.1|RP11-794C22.2	0	0	0	0	0	0
ENSG00000267519.5|CTD-3252C9.4	110	139	115	184	189	169
ENSG00000267520.2|RP11-373L24.1	166.94	193.34	235.05	283.98	273.79	223.78
ENSG00000267521.1|RP11-87G24.6	0	0	0	0	0	0
ENSG00000267522.1|CTD-2621I17.6	0	0	0	0	0	0
ENSG00000267523.1|CTD-2537I9.12	0	0	0	0	0	0
ENSG00000267524.1|RPSAP57	0	0	0	0	0	0
ENSG00000267526.1|RP11-178C3.6	0	2	2	1	0	5
ENSG00000267528.1|AC011524.1	0	0	0	0	0	0
ENSG00000267529.3|RP11-53B2.1	0	0	0	0	0	0
ENSG00000267530.2|AC006273.5	5	5	8	22	31	13
ENSG00000267532.5|MIR497HG	4	3	9	5	10	7
ENSG00000267533.1|RP11-815J4.7	2	7.01	4	6	8	7
ENSG00000267534.3|S1PR2	125	145	138	730	1032	922
ENSG00000267535.1|RP11-87G24.5	0	0	0	0	1	0
ENSG00000267537.1|AC005394.1	0	0	0	0	0	0
ENSG00000267541.1|RP11-380M21.2	0	0	0	0	0	0
ENSG00000267543.1|RP11-666A8.7	0	0	0	0	0	0
ENSG00000267544.1|AC007229.3	0	1	0	2	2	0
ENSG00000267545.1|AC005779.2	0	0	0	1	3	1
ENSG00000267546.2|RP11-666A8.8	1	0	2	8.39	8	3.22
ENSG00000267547.1|RP11-686D22.4	2	4	2	3	3	1
ENSG00000267549.5|AC006116.17	0	1	2	0	1	0
ENSG00000267550.1|CTC-482H14.5	0	0	0	0	0	0
ENSG00000267551.3|AC005264.2	0	0	0	0	1	0
ENSG00000267552.6|CTD-2528L19.4	0	0	0	0	0	0
ENSG00000267554.1|RP11-686D22.10	4	5	12	0	3	1
ENSG00000267555.1|CTD-2085J24.3	0	0	0	0	0	0
ENSG00000267557.1|CTC-379B2.4	0	0	0	0	0	0
ENSG00000267558.2|RP11-618K16.4	0	0	0	0	0	0
ENSG00000267559.5|RP11-383M4.6	0	0	0	0	0	0
ENSG00000267560.1|RP11-173A16.1	0	0	0	0	0	0
ENSG00000267561.2|RP5-1052I5.2	2.14	3.85	4.27	13.83	0	2.08
ENSG00000267563.1|CTC-503J8.4	0	0	0	0	0	0
ENSG00000267564.1|RP11-128P17.3	0	0	0	0	0	0
ENSG00000267565.1|CTC-559E9.8	0	0	0	0	0	0
ENSG00000267567.1|CTD-2538C1.3	0	0	0	0	0	0
ENSG00000267568.6|RP11-87G24.3	0	0	0	0	1	0
ENSG00000267570.1|RP11-773H22.1	0	0	0	0	0	0
ENSG00000267571.1|AC104532.4	0	0	0	0	0	0
ENSG00000267573.1|CTC-782O7.2	0	0	0	0	0	0
ENSG00000267574.1|CTC-525D6.5	0	0	0	0	0	0
ENSG00000267575.6|CTC-459F4.3	176	181	189	89	122	91
ENSG00000267576.1|CTC-510F12.6	0	2	0	0	0	0
ENSG00000267577.1|CTD-2587H24.5	1	3	0	4	4	3
ENSG00000267579.1|RP11-126O1.2	0	0	0	0	0	0
ENSG00000267580.1|CTD-2540B15.11	0	0	0	0	0	0
ENSG00000267581.1|CTC-559E9.4	0	0	0	0	0	0
ENSG00000267582.1|CTD-3252C9.2	0	0	0	0	0	0
ENSG00000267583.5|RP11-322E11.5	4	0	0	0	0	0
ENSG00000267585.1|RP11-115P21.1	0	0	0	0	0	0
ENSG00000267586.6|RP11-21F16.1	4	0	1	2	3	1
ENSG00000267587.1|RP11-687F6.4	0	0	0	0	0	0
ENSG00000267589.1|CTC-232P5.4	0	0	0	0	0	0
ENSG00000267590.1|MRPS15P2	0	0	0	0	0	0
ENSG00000267591.1|RP11-689E3.2	0	0	0	0	0	0
ENSG00000267592.1|CTC-507E2.2	0	0	0	0	0	0
ENSG00000267593.1|RP11-108P20.4	0	0	0	0	0	0
ENSG00000267594.5|CYP4F24P	0	0	0	2	1	1
ENSG00000267595.1|RP11-242D8.2	0	0	0	0	0	0
ENSG00000267597.1|RPIAP1	1	0	0	0	0	0
ENSG00000267598.1|CTC-250I14.6	1	2	0	0	2	0
ENSG00000267599.1|CTD-2050I18.2	0	0	0	0	0	0
ENSG00000267601.1|RP11-323N12.5	0	0	0	0	0	0
ENSG00000267603.1|RP11-1064E11.1	0	0	0	0	0	0
ENSG00000267604.1|RP5-905N1.2	0	0	0	0	0	0
ENSG00000267605.5|CTD-3220F14.1	0	3.74	0	1	6.84	0
ENSG00000267606.1|AC006116.21	0	0	0	0	0	0
ENSG00000267607.1|CTD-2369P2.8	4	1	5	1	1	0
ENSG00000267609.2|AC004790.4	0	0	0	0	0	0
ENSG00000267610.2|AC007787.2	0	0	0	0	0	0
ENSG00000267611.1|CTC-461H2.2	0	0	0	0	0	0
ENSG00000267612.1|CTD-3116E22.7	0	0	0	0	0	0
ENSG00000267614.1|AC138472.6	1	2	1	0	0	0
ENSG00000267615.1|RP11-552F3.13	0	0	0	0	0	0
ENSG00000267617.1|AC007795.1	0	0	0	0	0	0
ENSG00000267618.5|RAD51L3-RFFL	3.84	2.96	0	0	0	0
ENSG00000267620.1|RP11-795H16.2	0	0	0	0	0	0
ENSG00000267623.3|AC022153.1	0	0	0	1	0	0
ENSG00000267624.1|RP11-219G17.6	0	0	0	0	0	0
ENSG00000267625.1|RP11-1094M14.14	0	0	0	0	0	0
ENSG00000267626.1|AC002115.9	0	0	0	0	0	0
ENSG00000267627.5|RP11-905K4.1	0	0	0	0	1	0
ENSG00000267628.1|RP11-1136J12.1	0	0	0	1	0	0
ENSG00000267629.3|AC138430.4	0	0	0	0	2.76	0
ENSG00000267630.1|AC005758.1	0	0	0	0	0	0
ENSG00000267631.4|CGB1	0	0	0	0	0	0
ENSG00000267632.1|RP11-400F19.18	20	17	16	70	78	99
ENSG00000267633.1|CTB-5E10.3	0	0	0	0	0	0
ENSG00000267634.1|RPL7L1P5	0	0	0	0	1	0
ENSG00000267636.1|AC008992.1	0	0	0	0	0	0
ENSG00000267637.1|RP11-619I22.1	0	0	0	0	0	0
ENSG00000267638.1|RP11-546M21.6	0	0	0	0	0	0
ENSG00000267640.6|CTD-2554C21.2	77	69	67	135	172	178
ENSG00000267641.1|CTC-260E6.8	0	1	0	0	0	0
ENSG00000267642.1|RP11-258B16.1	0	0	0	0	0	0
ENSG00000267643.1|RP11-64C12.4	0	0	0	0	0	0
ENSG00000267644.1|CTD-2008P7.10	0	0	0	0	1	0
ENSG00000267645.5|RP11-577H5.5	0	0	196.4	104.46	128.03	77.38
ENSG00000267646.1|CTC-499B15.7	0	0	0	0	0	0
ENSG00000267647.1|MAP1LC3P	0	0	0	0	0	0
ENSG00000267648.1|RP11-686D22.3	4.41	6.47	7.82	5.56	10.64	13.49
ENSG00000267649.1|CTD-2587H24.10	6	1	5	2	2	0
ENSG00000267650.1|CTD-2553C6.1	0	0	0	0	0	0
ENSG00000267651.1|RP11-95O2.1	0	0	0	0	0	0
ENSG00000267652.1|RP11-188I24.1	0	0	0	0	0	0
ENSG00000267653.1|RP1-193H18.3	0	0	0	0	0	0
ENSG00000267655.1|CTD-2286N8.2	14	13	5	12	17	15
ENSG00000267656.1|RP11-807E13.3	0	1	1	0	0	0
ENSG00000267658.1|RP11-358B23.1	0	0	0	0	0	0
ENSG00000267659.5|RP11-118B18.1	0	0	0	0	0	0
ENSG00000267661.1|RP11-820I16.2	0	0	0	0	0	0
ENSG00000267662.1|AC007796.1	0	0	0	0	2	0
ENSG00000267663.1|RP11-64C12.9	0	0	0	0	0	0
ENSG00000267664.1|RP11-653G8.1	0	0	0	0	0	0
ENSG00000267665.1|RP11-13K12.2	0	1	1	0	1	1
ENSG00000267666.2|AC004156.3	11	13	14	7	17	12
ENSG00000267667.1|RP11-136H19.1	0	0	0	0	0	0
ENSG00000267669.1|RP11-824M15.3	0	0	0	1	0	1
ENSG00000267670.1|CTB-55O6.4	0	0	0	0	0	0
ENSG00000267672.1|CTD-2293H3.1	1	0	0	0	0	0
ENSG00000267673.6|FDX1L	190.11	293.36	254.46	205.53	262.27	238.34
ENSG00000267674.1|RP11-813F20.2	0	0	0	0	0	0
ENSG00000267675.1|RP11-1151B14.2	0	0	0	0	0	0
ENSG00000267676.1|THA1P	0	0	0	0	0	0
ENSG00000267677.1|RP11-27G24.1	0	0	0	0	0	0
ENSG00000267678.1|RP11-15E18.3	0	0	0	0	0	0
ENSG00000267679.1|EIF5AP2	0	0	0	0	0	0
ENSG00000267680.5|ZNF224	715	795	698	1377	1635	1525
ENSG00000267681.1|CTD-3199J23.6	2.57	4	8.01	5	5	9.63
ENSG00000267682.1|CTD-3220F14.2	8	3	8	18	22	6
ENSG00000267683.1|AC008991.1	0	0	0	0	0	0
ENSG00000267685.2|NTF6B	0	0	0	0	0	0
ENSG00000267686.1|RP11-795H16.3	0	0	0	0	0	0
ENSG00000267687.1|RP11-325K19.6	0	0	0	0	0	0
ENSG00000267688.1|AC005262.2	0	0	0	0	0	0
ENSG00000267689.1|AC010525.5	0	0	0	0	0	0
ENSG00000267690.1|RP11-691H4.1	0	0	0	0	0	0
ENSG00000267691.1|SHC1P2	0	0	0	1	0	0
ENSG00000267692.1|CTC-448F2.5	0	1	0	0	0	0
ENSG00000267693.1|CTC-559E9.2	0	0	0	0	0	0
ENSG00000267694.1|RP11-691H4.4	0	0	0	0	0	0
ENSG00000267695.1|RP11-1030E3.1	0	0	0	0	0	0
ENSG00000267696.6|CTB-151G24.1	1.3	1.22	6.88	9.73	13.67	8.38
ENSG00000267697.1|LUZP6	0	0	0	0	0	0
ENSG00000267698.1|AC002116.7	8	16	8	1	2	1
ENSG00000267699.2|RP11-729L2.2	1.12	5.16	6.95	8.57	2.53	4.33
ENSG00000267702.1|RP11-53B2.2	1	3	2	25	23	29
ENSG00000267703.1|CTD-2013N17.4	0	0	0	0	0	0
ENSG00000267704.1|RP11-411B10.6	0	0	0	0	0	0
ENSG00000267705.1|RP11-108P20.3	0	0	0	0	0	0
ENSG00000267706.3|CTD-2105E13.6	0	0	0	0	0	0
ENSG00000267707.2|RP11-95O2.5	1	0	0	1	1	2
ENSG00000267708.1|RP11-147L13.7	0	0	0	0	0	0
ENSG00000267709.1|AC024592.9	0	0	0	0	0	0
ENSG00000267710.7|EDDM13	0	0	0	0	0	0
ENSG00000267711.1|RP11-686D22.5	0	0	0	0	0	0
ENSG00000267712.5|RP11-456O19.4	0	0	0	0	0	0
ENSG00000267713.1|RP11-10I6.2	0	0	0	0	0	0
ENSG00000267714.1|CTD-2540B15.6	0	0	0	0	0	0
ENSG00000267716.1|AC083760.1	0	0	0	0	0	0
ENSG00000267717.1|SRSF10P1	1	4	0	1	0	1
ENSG00000267719.1|CTD-2116F7.1	0	0	0	0	0	0
ENSG00000267722.1|RP11-815J4.1	0	0	0	0	0	0
ENSG00000267723.1|CTD-2189E23.1	1	1	1	0	0	0
ENSG00000267724.1|RP11-49K24.8	3	3	3	2	2	3
ENSG00000267725.1|CTC-461H2.3	0	0	0	0	0	0
ENSG00000267726.1|CTD-2526M8.2	0	0	0	0	0	0
ENSG00000267727.1|CTD-2540B15.7	0	0	0	0	1	1
ENSG00000267729.1|AC010761.14	0	0	0	0	0	0
ENSG00000267731.1|RP11-147L13.8	1	2	0	3	3	12
ENSG00000267732.1|RP11-456O19.3	0	0	0	0	0	0
ENSG00000267733.5|RP11-64C12.3	5	1	2	11	5	3
ENSG00000267734.1|RP4-604K5.3	0	0	0	0	0	0
ENSG00000267735.1|CTD-2265O21.7	0	0	0	0	0	0
ENSG00000267736.2|HMGB2P1	0	0	0	3	3	0
ENSG00000267737.1|AC061992.2	0	1	0	6	1	3
ENSG00000267740.5|AC024592.12	45.68	58.17	82.63	57.42	139.67	65.9
ENSG00000267741.1|UBE2L4	1.01	1	0	5.03	0	1.01
ENSG00000267742.1|FAM60CP	4.05	0	2.01	0	0	2.02
ENSG00000267743.5|RP11-718I15.1	0	0	0	0	0	0
ENSG00000267744.1|RP11-799D4.1	0	0	0	0	0	0
ENSG00000267745.1|RP11-686D22.8	11.59	13.53	5.53	7.44	9.36	12.51
ENSG00000267746.1|RP11-379L18.1	0	0	0	0	0	0
ENSG00000267747.1|RP11-392O1.4	0	0	0	0	1	1
ENSG00000267748.4|CTB-102L5.4	0	0	0	0	0	2.42
ENSG00000267749.1|CTC-265F19.1	0	0	0	0	0	0
ENSG00000267750.5|AC003102.3	0	1	2	17	14	14
ENSG00000267751.5|AC009005.2	213	219	198	43	62	51
ENSG00000267752.1|RPS10P27	0	0	0	0	0	0
ENSG00000267755.1|AC004623.2	0	1	0	0	0	0
ENSG00000267756.1|RP11-411B10.4	1.08	0	8.65	0	0	0.81
ENSG00000267757.4|AC006132.1	2	2	2	2	4	5
ENSG00000267758.1|RP11-358B23.5	0	0	0	0	0	0
ENSG00000267760.1|CTC-565M22.1	0	0	2	0	0	0
ENSG00000267761.3|CTD-2130O13.1	0	0	0	0	0	0
ENSG00000267762.1|RP11-426J5.2	0	0	0	0	0	0
ENSG00000267764.1|RP11-484L8.1	0	0	0	1	0	1
ENSG00000267765.1|CTD-3193K9.3	1	1	1	3	0	3
ENSG00000267766.1|RP11-299P2.1	0	0	0	0	0	0
ENSG00000267767.2|CTC-523E23.4	1	2	3	5	6	7
ENSG00000267768.1|CTC-459F4.8	0	0	0	0	0	0
ENSG00000267769.1|CTB-50L17.9	13	20	15	3	4	0
ENSG00000267770.1|RP11-559N14.6	0	0	0	0	0	0
ENSG00000267771.1|CTC-260E6.7	0	0	0	0	0	0
ENSG00000267772.1|RP11-15E18.4	0	0	0	0	0	0
ENSG00000267773.1|RP11-677O4.4	0	0	0	0	0	0
ENSG00000267774.2|RP11-2N1.2	0	0	0	0	0	0
ENSG00000267775.1|OR7E16P	0	0	0	0	1	0
ENSG00000267776.1|AC006116.24	2.03	0	1	1	1.21	2
ENSG00000267777.1|CTC-439O9.3	0	0	0	0	0	0
ENSG00000267778.1|AC004221.2	0	0	0	2	0	1
ENSG00000267779.5|CTC-360P9.3	0	0	0	0	0	0
ENSG00000267780.2|RP11-154H12.3	0	0	0	1	0	0
ENSG00000267781.1|AC006116.26	1	5	0	1	0	0
ENSG00000267782.1|RP11-799D4.3	0	0	0	0	0	0
ENSG00000267783.1|CTB-55O6.10	0	0	0	0	1	0
ENSG00000267784.1|RP11-171I2.1	0	0	3	2	0	0
ENSG00000267786.1|AF038458.3	0	0	0	0	0	1
ENSG00000267787.5|RP11-35G9.5	43.91	64.16	47	10.28	21.84	14.51
ENSG00000267788.1|CTD-2534I21.9	0	0	0	0	0	0
ENSG00000267789.1|CTD-2526M8.3	0	0	0	0	0	0
ENSG00000267790.1|RP11-316M20.1	0	0	0	0	0	0
ENSG00000267791.1|CTD-2659N19.2	0	0	0	0	0	0
ENSG00000267792.1|AC016626.1	0	0	0	0	0	0
ENSG00000267793.1|RP11-576C2.1	0	0	0	0	0	0
ENSG00000267794.1|RP11-677O4.5	0	0	0	0	0	0
ENSG00000267795.5|SMIM22	0	0	0	0	0	0
ENSG00000267796.7|LIN37	161	188.54	180	243.39	348.11	306.87
ENSG00000267797.1|RP11-873E20.2	0	0	0	0	0	0
ENSG00000267799.1|CTC-478M6.1	0	0	0	0	0	0
ENSG00000267800.1|RP11-49K24.5	0	0	0	0	0	0
ENSG00000267801.1|RP11-552F3.9	0	1	0	0	1	3
ENSG00000267808.1|AC018755.17	0	0	0	0	0	0
ENSG00000267809.1|NDUFV2P1	13.03	14.01	6	7.03	10.02	9.05
ENSG00000267811.1|RP11-727F15.11	3	2	1	3	3	10
ENSG00000267815.1|CTB-191K22.5	0	0	0	0	0	0
ENSG00000267827.5|CTC-471J1.8	0	8.51	1.59	18.02	13.88	7.7
ENSG00000267828.1|RF00019	0	0	0	0	0	0
ENSG00000267834.1|RP11-167N5.5	0	2	3	3	4	3
ENSG00000267838.2|AC008746.12	9	2	1	9	16	16
ENSG00000267852.1|CTB-133G6.2	0	0	0	0	0	0
ENSG00000267855.5|NDUFA7	700.21	757	728	351	477	441
ENSG00000267857.2|RP5-1023B21.1	0	0	0	0	0	0
ENSG00000267858.5|AC016629.8	27.62	32	24	66	110.47	75
ENSG00000267868.1|RP11-120K24.3	0	0	1	0	0	0
ENSG00000267871.5|CTC-444N24.6	4	6	1	5	3	7
ENSG00000267872.1|RP11-157B13.7	0	0	0	0	0	0
ENSG00000267879.1|CTB-147C22.9	0	0	0	0	0	0
ENSG00000267881.1|AC011513.3	1.43	0	1.52	0	0	0
ENSG00000267882.2|RP4-569M23.5	0	0	0	1	0	3
ENSG00000267886.1|CTD-2291D10.4	57.76	74.63	74.07	18.71	21.31	19.93
ENSG00000267890.1|CTD-2126E3.4	0	0.48	0	1	0	0.36
ENSG00000267892.1|CTD-2540F13.2	5	2	8	3	5	2
ENSG00000267895.1|SIGLEC19P	0	0	0	0	0	0
ENSG00000267898.1|CTD-2639E6.9	11	15	3	0	6	3
ENSG00000267904.1|CTC-429P9.5	6	15	12	25	11	10
ENSG00000267905.5|CTD-2616J11.16	0	0	0	0	0	0
ENSG00000267908.2|CTD-2086L14.7	0	0	0	0	0	0
ENSG00000267909.2|CCDC177	1	2	2	11	7	9
ENSG00000267919.1|RP11-256I23.3	0	0	0	0	0	4
ENSG00000267920.1|SNX6P1	0	0	0	0	0	0
ENSG00000267922.1|AC007193.6	0	0	0	0	1	0
ENSG00000267924.1|RP11-255H23.4	0	0	0	0	0	0
ENSG00000267927.1|CTD-2525I3.2	0	0	0	0	0	0
ENSG00000267934.1|CTB-176F20.3	0	0	0	0	5	2
ENSG00000267938.1|AC007292.1	0	0	0	0	0	0
ENSG00000267939.1|CTD-2325M2.1	1	2	0	2	3	9
ENSG00000267940.1|RP11-290F24.6	22	30	20	16	19	35
ENSG00000267943.1|CTD-2620I22.3	1	0	0	0	2	0
ENSG00000267952.1|CTD-2207O23.12	0	0	0	0	0	0
ENSG00000267959.3|MIR3188	0	0	0	0	0	0
ENSG00000267961.2|OR10B1P	0	0	0	0	0	0
ENSG00000267968.1|AC011523.2	0	0	0	0	0	0
ENSG00000267978.5|MAGEA9B	1	2	0	2	2	0
ENSG00000267980.1|AC007292.6	11	13	10	9	6	2
ENSG00000267984.1|CTD-2616J11.9	0	0	0	0	0	0
ENSG00000267986.1|AC130469.2	0	0	0	0	0	0
ENSG00000267990.1|CTD-3187F8.15	0	0	0	0	0	0
ENSG00000267992.1|CTB-189B5.3	0	0	0	0	0	0
ENSG00000268001.1|CTC-241F20.3	5	5	14	40	54	47
ENSG00000268006.1|PTOV1-AS1	51	51	27	70	80	88
ENSG00000268009.5|SSX4	2.33	0.88	0	0	0	0
ENSG00000268015.1|CTD-2525I3.3	0	0	0	0	0	0
ENSG00000268020.3|OR4G4P	0	0	0	0	0	0
ENSG00000268027.5|AC006129.2	5	11	9	0	0	2
ENSG00000268030.1|AC005253.2	0	0	0	0	0	0
ENSG00000268034.1|AC005795.1	8.1	7.06	5.07	4.97	5.17	3.02
ENSG00000268036.1|AC007228.8	0	0	0	0	0	0
ENSG00000268038.1|AC011516.2	0	0	0	0	0	0
ENSG00000268041.2|CTD-2575K13.6	5	4	6	8	8	9
ENSG00000268043.7|NBPF12	1545.7	1725.36	1619.62	2085.19	2624.16	2349.93
ENSG00000268047.1|AC018766.6	0	2	0	0	0	0
ENSG00000268049.1|CTD-2619J13.9	30	31	36	73	105	88
ENSG00000268050.2|RP11-247A12.8	0	0	0	0	0	1
ENSG00000268051.1|CTC-244M17.1	0	0	0	0	0	0
ENSG00000268053.1|CTC-344H19.6	0	0	0	0	0	0
ENSG00000268055.1|AC067969.2	0	0	0	0	0	0
ENSG00000268056.5|CTD-3032J10.2	0	0	0	0	0	0
ENSG00000268058.1|CTD-2017D11.3	0	0	0	0	0	0
ENSG00000268061.5|NAPA-AS1	17	14	10	13	18	8
ENSG00000268062.1|TOP1P1	0	0	0	0	0	0
ENSG00000268066.5|FMR1-AS1	3	6	5	5	2	2
ENSG00000268067.2|OR5AH1P	0	0	0	0	0	0
ENSG00000268069.2|RP5-1057I20.4	13	9	2	10	25	16
ENSG00000268070.1|AC006539.3	0	0	0	0	0	0
ENSG00000268074.1|RPL22P5	0	0	0	0	0	0
ENSG00000268078.1|RP11-805I24.4	0	0	0	0	0	0
ENSG00000268079.1|RP11-157B13.6	0	0	0	0	0	0
ENSG00000268080.2|RP11-388K12.3	0	0	0	0	0	0
ENSG00000268081.1|RP11-678G14.2	0	0	0	0	0	0
ENSG00000268083.5|AC104534.3	0	0	0	0	0	0
ENSG00000268087.1|CTC-429P9.2	0	0	0	0	0	0
ENSG00000268088.1|AC093063.2	0	0	0	0	0	0
ENSG00000268089.2|GABRQ	30	43	31	7	12	15
ENSG00000268093.1|AC022154.7	0	2	0	2	0	0
ENSG00000268095.1|CTC-429C10.2	0	0	0	0	0	0
ENSG00000268100.1|ZNF725P	0	0	0	0	0	0
ENSG00000268101.2|CYP2G2P	0	0	0	0	0	0
ENSG00000268104.2|SLC6A14	0	0	0	0	0	0
ENSG00000268105.1|RP11-369G6.2	17.06	20	31.16	1	13.27	14.15
ENSG00000268107.5|AC003005.4	0	0	0	0	1.33	0
ENSG00000268108.1|CTB-60B18.12	3	0	1	1	0	0
ENSG00000268112.1|CTD-3149D2.4	0	0	0	0	0	0
ENSG00000268116.1|RP11-157B13.1	0	0	0	0	0	0
ENSG00000268117.1|VN1R84P	2	0	0	1	0	0
ENSG00000268119.5|CTD-2561J22.5	0	0	0	0	0	0
ENSG00000268120.1|CTD-3193O13.11	0	0	0	0	0	1
ENSG00000268129.1|RP11-91G21.1	2	6	3	3	4	3
ENSG00000268133.1|AC003002.4	0.3	0	0	0	0	0
ENSG00000268140.1|PCGF7P	1	1	1	1	0	0
ENSG00000268144.1|CTD-2616J11.12	0	1	0	0	0	0
ENSG00000268148.1|VN1R91P	0	0	0	0	0	0
ENSG00000268149.1|CTD-3193O13.13	0	0	1	0	0	0
ENSG00000268153.5|AC005176.2	0	0	0	0	0	0
ENSG00000268154.2|RF00017	0	0	1	4	1	3
ENSG00000268157.1|AC010524.4	0	0	0	0	0	0
ENSG00000268163.1|AC004076.9	0.22	1.51	1	3.41	4.43	1.32
ENSG00000268170.2|RP11-556I13.2	0	0	0	0	0	0
ENSG00000268173.3|AC007192.4	792	717.94	837.81	1366.37	1943	1458.16
ENSG00000268174.1|CTC-513N18.5	0	0	0	0	0	0
ENSG00000268181.3|RP11-73B2.7	0	0	0	0	0	0
ENSG00000268182.5|SMIM17	2	3	1	3	2	7
ENSG00000268184.1|RP11-420K14.8	0	0	0	0	0	0
ENSG00000268186.1|CTC-241F20.4	2	2	0	1	4	2
ENSG00000268189.2|AC005785.2	2	0	6	0	2	5
ENSG00000268191.1|CTD-2396E7.10	0	0	0	0	0	0
ENSG00000268193.5|AC002985.3	0	0	0	2.92	0	2.94
ENSG00000268199.2|CTD-3137H5.1	0	1	0	2	0	0
ENSG00000268201.1|CTD-3138B18.6	1	1	1	0	4	1
ENSG00000268203.1|CTD-2396E7.9	0	0	0	0	0	0
ENSG00000268204.1|CTD-3214H19.6	3	3	7	8	17	7
ENSG00000268205.1|CTC-444N24.11	369	478	387	440	431	453
ENSG00000268209.1|RP11-618I10.3	0	0	0	0	0	0
ENSG00000268218.1|AC137932.4	2	2	5	4	6	2
ENSG00000268220.1|RP11-379K17.12	1	1	0	7	6	4
